pretty_name,population,WSP_Art_new,wsp2,cb3,outdegree,closeness_bi,betweenness_bi,indegree,position,singleton
"Burlington (USA, IA)",21823,core,core,core,6,0.343079974271012,4.828676175522999e-06,8,Isolated Clique,0
Saint Truiden (Belgium),14164,core,core,core,0,0.3392431229130227,0.0,6,Isolated Clique,0
Radnevo (Bulgaria),6333,semi,semi,core,0,0.3010795681727309,0.0,1,Isolate,0
Civita Castellana (Italy),21,core,core,core,0,0.3233473944782642,0.0,1,Isolate,0
"Guernsey (USA, WY)",1095,core,core,core,0,0.3137115549565004,0.0001562377939223498,2,Isolate,0
Yambol (Bulgaria),51541,semi,semi,core,0,0.3396481732070366,0.0,3,Isolated Clique,0
"Marshall (USA, MI)",7071,core,core,core,0,0.3319417072917747,9.053658891812671e-08,5,Isolated Clique,0
"Holstein (USA, IA)",1006,core,core,core,4,0.3278692723407525,0.0001563943757502841,0,Isolated Clique,0
"Arcade (USA, NY)",1363,core,core,core,0,0.3477020860495437,6.427981059406834e-06,7,Isolated Clique,0
Tafalla (Spain),6160,semi,core,core,0,0.2812170474516696,0.0,1,Isolate,0
Mont Louis (France),578,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
"Walworth (USA, WI)",3069,core,core,core,1,0.3444925859145833,2.735355493957929e-07,3,Isolated Clique,0
"Allegan (USA, MI)",5632,core,core,core,0,0.3459075310076472,0.0,8,High-status clique,0
Figueres (Spain),45028,semi,core,core,0,0.3305616526791478,0.0,2,Isolate,0
"Stockbridge (USA, MA)",212,core,core,core,0,0.2352519572168927,0.0,1,Isolate,0
Nova Zagora (Bulgaria),8162,semi,semi,core,0,0.3010795681727309,0.0,1,Isolate,0
Andorra La Vella (Andorra),26538,semi,,,14,0.3406605104186071,0.0001579140788175192,5,Isolated Clique,0
"Canisteo (USA, NY)",1926,core,core,core,0,0.3270483636084924,0.0,1,Isolate,0
Lipljan (Kosovo),10084,core,semi,semi,0,0.3313059682178167,0.0,1,Isolate,0
Sabinanigo (Spain),483,semi,core,core,0,0.345319665497707,0.0,3,Isolate,0
"Freeport (USA, IL)",19083,core,core,core,8,0.3459823238465904,0.0001564030868627526,12,Isolated Clique,0
"Fort Dodge (USA, IA)",14536,core,core,core,4,0.3343519824478922,8.644863786168608e-06,7,Isolated Clique,0
Kyustendil (Bulgaria),25638,semi,semi,core,0,0.3010795681727309,0.0,1,Isolate,0
"Iowa Falls (USA, IA)",4853,core,core,core,0,0.2886358511837655,0.0,1,Isolate,0
"Norwich (USA, NY)",6785,core,core,core,10,0.3535016016790014,2.078536289392321e-05,13,Isolated Clique,0
San Millan de los Caballeros (Spain),86,semi,core,core,0,0.2947298137360993,0.0,1,Isolate,0
Rieti (Italy),32370,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
"Salix (USA, IA)",330,core,core,core,0,0.3226139771667633,0.0,1,Isolate,0
"Gowanda (USA, NY)",1959,core,core,core,3,0.3218838794035555,3.170858472391484e-07,2,Isolated Clique,0
"Oneonta (USA, NY)",10035,core,core,core,0,0.2806559821095788,0.0,1,Isolate,0
"New Lebanon (USA, NY)",47,core,core,core,0,0.2974071836810557,0.0,1,Isolate,0
"Plainview (USA, NE)",913,core,core,core,0,0.2183613939921191,0.0,1,Isolate,0
L'Aquila (Italy),22823,core,core,core,0,0.2993965759191692,4.603242982506202e-08,2,Isolate,0
"Lenox (USA, MA)",1923,core,core,core,0,0.3323294997274073,7.003071135192309e-08,3,Isolate,0
Agoncillo (Spain),54,semi,core,core,0,0.344798793298497,0.0,2,Isolate,0
"Pittsfield (USA, MA)",27355,core,core,core,9,0.3704636221566244,2.183546961899258e-05,15,Isolated Clique,0
Ridgetown (Canada),2904,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
"Chatham (USA, NY)",1368,core,core,core,0,0.3049163927397456,7.769683681208487e-08,2,Isolate,0
"Eldora (USA, IA)",290,core,core,core,0,0.3255429530542699,0.0,1,Isolate,0
"Bolton (USA, MA)",291,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Carcastillo (Spain),1664,semi,core,core,0,0.271950882709099,0.0,1,Isolate,0
Kotor (Montenegro),8542,core,periph,periph,0,0.3259242285365109,3.971278313252647e-08,3,Isolate,0
"Springport (USA, MI)",844,core,core,core,0,0.2525748786551438,0.0,1,Isolate,0
Pontevedra (Spain),34444,semi,core,core,7,0.3350959398968613,1.742483965837944e-06,10,Isolated Clique,0
"Grants Pass (USA, OR)",32552,core,core,core,0,0.3549326235235402,1.724705764259145e-06,9,Isolate,0
"Lena (USA, IL)",2651,core,core,core,0,0.2567800690042526,0.0,1,Isolate,0
Poggio Mirteto (Italy),5440,core,core,core,0,0.3040473136668092,0.0,1,Isolate,0
"Watkins Glen (USA, NY)",1727,core,core,core,0,0.3350871682110884,3.644703678772144e-07,4,Isolate,0
Chatham (Canada),41542,core,core,core,0,0.3597100064630342,1.259135429994623e-06,10,Isolate,0
"Sac City (USA, IA)",730,core,core,core,0,0.2469185811006308,0.0,1,Isolate,0
Cetinje (Montenegro),7588,core,periph,periph,0,0.295758051846033,0.0,1,Isolate,0
"Ithaca (USA, NY)",35943,core,core,core,10,0.369768046448482,0.0001650272799531618,15,Isolated Clique,0
"Arkport (USA, NY)",457,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
"South Haven (USA, MI)",4343,core,core,core,0,0.3357991658141182,2.546275424677294e-07,5,Isolated Clique,0
"Harvard (USA, IL)",8409,core,core,core,0,0.2509458744192429,0.0,1,Isolate,0
"Stamford (USA, NY)",602,core,core,core,0,0.3441776678407227,0.0,2,Isolate,0
A Rua (Spain),1,semi,core,core,0,0.3313059682178167,0.0,1,Isolate,0
"Hammondsport (USA, NY)",713,core,core,core,4,0.3235108291844626,0.0001563400515400124,0,Isolated Clique,0
"Montour Falls (USA, NY)",1192,core,core,core,0,0.3145517987025752,2.629874424092737e-08,2,Isolate,0
Blenheim (Canada),3662,core,core,core,0,0.3412962913589463,0.0,4,Isolate,0
"Malta (USA, ID)",136,core,core,core,0,0.3203212971999099,0.0,1,Isolate,0
"Early (USA, IA)",400,core,core,core,0,0.3270483636084924,0.0,1,Isolate,0
Funes (Spain),1320,semi,core,core,0,0.3365849810685738,0.0,1,Isolate,0
"Sidney (USA, NY)",3659,core,core,core,0,0.3147993311036789,0.0,2,Isolate,0
"Elizabeth (USA, IL)",708,core,core,core,0,0.2570533544850298,0.0,1,Isolate,0
"Lee (USA, MA)",2869,core,core,core,2,0.3076128226077762,0.0001562879520196616,3,Isolated Clique,0
"Hornell (USA, NY)",9441,core,core,core,0,0.3431903485254691,0.0,4,Isolate,0
"Westfield (USA, NY)",654,core,core,core,2,0.3302716788358833,2.253899947761282e-07,2,Isolate,0
"Dexter (USA, MI)",1799,core,core,core,0,0.3484782490335929,1.265464670838636e-08,5,Isolated Clique,0
"Manchester (USA, IA)",4399,core,core,core,0,0.3385970480876052,0.0,2,Isolate,0
"Battle Creek (USA, MI)",17798,core,core,core,59,0.3896566419091684,7.263014526503127e-05,26,Primary,0
"Dyersville (USA, IA)",3340,core,core,core,2,0.2997962481556945,9.626482390455817e-08,2,Isolated Clique,0
"Reinbeck (USA, IA)",1472,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
"Dunkirk (USA, NY)",12400,core,core,core,0,0.3373122529644269,3.171347037732864e-06,5,Isolate,0
Sant Julia de Loria (Andorra),4995,semi,,,0,0.3383732917448653,0.0,1,Isolate,0
"Greene (USA, NY)",1744,core,core,core,0,0.3164100155720889,0.0,1,Isolate,0
"Whitney Point (USA, NY)",369,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
"Franklinville (USA, NY)",1750,core,core,core,0,0.3106134135688635,0.0,2,Isolate,0
Escaldes-Engordany (Andorra),24,semi,,,8,0.330578725821863,2.158655283312547e-07,6,Isolated Clique,0
"Lansing (USA, NY)",10950,core,core,core,0,0.3358344045963743,0.0,3,Isolate,0
"Cattaraugus (USA, NY)",439,core,core,core,0,0.3038452409209589,0.0,1,Isolate,0
"Dalton (USA, MA)",4273,core,core,core,1,0.3255760720280788,3.973308132294569e-07,1,Isolated Clique,0
"Creighton (USA, NE)",534,core,core,core,0,0.3120901089792038,0.0,1,Isolate,0
Samokov (Bulgaria),8393,semi,semi,core,0,0.3010795681727309,0.0,2,Isolate,0
Peralta (Spain),4312,semi,core,core,8,0.3292777034674349,0.0001582975799610645,2,Isolated Clique,0
"Webster City (USA, IA)",6994,core,core,core,0,0.3306555767939247,1.477063026877209e-07,3,Isolate,0
San Adrian (Spain),5746,semi,core,core,0,0.3260819726418218,2.065867978689436e-07,2,Isolate,0
"Forestville (USA, NY)",315,core,core,core,0,0.3104702772185977,0.0,1,Isolate,0
"Bath (USA, NY)",6337,core,core,core,0,0.3039173789173789,0.0,1,Isolate,0
Collecorvino (Italy),90,core,core,core,2,0.3164804193037974,0.0,0,Isolated Clique,0
"Oneill (USA, NE)",3019,core,core,core,0,0.334308323104646,0.0,3,Isolate,0
Kabul_Afghanistan,4604344,periph,periph,periph,0,0.337401159725883,0.0,2,Isolate,0
"Edgewood (USA, NY)",11,core,core,core,4,0.3568123536626157,5.941978013856847e-06,6,Isolated Clique,0
"La Barge (USA, WY)",321,core,core,core,0,0.3260819726418218,0.0,1,Isolate,0
"Centreville (USA, MI)",1060,core,core,core,0,0.3120901089792038,0.0,1,Isolate,0
"Athens (USA, PA)",493,core,core,core,0,0.2458515787047707,0.0,1,Isolate,0
"Woodstock (USA, CT)",193,core,core,core,0,0.266681944126164,0.0,1,Isolate,0
"Plympton (USA, MA)",198,core,core,core,0,0.3270483636084924,0.0,1,Isolate,0
"Plymouth (USA, MA)",19401,core,core,core,1,0.3627167630057804,3.507669581671125e-07,13,Isolated Clique,0
Begur (Spain),246,semi,core,core,0,0.3365849810685738,0.0,1,Isolate,0
"Coldwater (USA, MI)",9137,core,core,core,0,0.3535894815346795,3.996736393848282e-06,5,Isolated Clique,0
"Quincy (USA, MI)",1757,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
"Conneaut (USA, OH)",10404,core,core,core,0,0.3301439108681075,0.0,2,Isolate,0
"Richmond (USA, UT)",420,core,core,core,0,0.2977946308100312,0.0,1,Isolate,0
Vic (Spain),28268,semi,core,core,0,0.2675179202106539,0.0,1,Isolate,0
"Colon (USA, MI)",1135,core,core,core,0,0.3231025518059517,0.0,1,Isolate,0
Haskovo (Bulgaria),40817,semi,semi,core,0,0.3136961795770333,0.0,1,Isolate,0
"Dekalb (USA, IL)",41084,core,core,core,0,0.3570512105321879,3.971369310701124e-07,12,Isolated Clique,0
"Corry (USA, PA)",5621,core,core,core,0,0.3290576319983549,0.0,3,Isolate,0
Monzon (Spain),11939,semi,core,core,0,0.3240103270223752,0.0,2,Isolate,0
Kocani (Macedonia),24356,core,semi,periph,0,0.3084578313253012,0.0,1,Isolate,0
"Lyman (USA, NE)",324,core,core,core,0,0.3255429530542699,0.0,2,Isolate,0
"Rochelle (USA, IL)",8905,core,core,core,9,0.3417609995728321,0.000176587455007684,3,Isolated Clique,0
"Hillsdale (USA, MI)",8337,core,core,core,0,0.3461226476314082,1.355924661816262e-07,11,Isolate,0
"Westfield (USA, PA)",943,core,core,core,1,0.2976699841875174,0.0,0,Isolated Clique,0
"Bradford (USA, PA)",10134,core,core,core,10,0.3754949986800035,0.0001116919437927363,7,Isolated Clique,0
"Canaan (USA, CT)",7,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
"Tioga (USA, PA)",758,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
"Jackpot (USA, NV)",381,core,core,core,0,0.2977946308100312,0.0,2,Isolate,0
"Mendon (USA, MI)",869,core,core,core,0,0.3289561597368557,0.0,2,Isolate,0
"Onsted (USA, MI)",532,core,core,core,0,0.3120901089792038,0.0,1,Isolate,0
Benavente (Spain),13855,semi,core,core,0,0.3231188631143196,0.0,1,Isolate,0
Fonz (Spain),263,semi,core,core,0,0.2947298137360993,0.0,1,Isolate,0
"Battle Creek (USA, NE)",1130,core,core,core,0,0.2815386645552916,0.0,1,Isolate,0
"Toledo (USA, IA)",253,core,core,core,0,0.3104702772185977,0.0,1,Isolate,0
"Sayre (USA, PA)",8734,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Termoli (Italy),23560,core,core,core,0,0.3121738282202605,2.525533268468892e-07,2,Isolate,0
"Eau Claire (USA, MI)",421,core,core,core,0,0.2999507931672798,0.0,1,Isolate,0
"Lewiston (USA, UT)",125,core,core,core,0,0.3067503774172677,0.0,2,Isolate,0
"Lakeville (USA, CT)",434,core,core,core,2,0.3387762663420315,4.511323798229637e-07,3,Isolated Clique,0
"Dowagiac (USA, MI)",5591,core,core,core,2,0.3140193793695572,4.295234595679378e-07,3,Isolated Clique,0
"Jonesville (USA, MI)",2067,core,core,core,0,0.346929372865738,0.0,2,Isolate,0
Bunuel (Spain),1131,semi,core,core,0,0.3276846281837962,0.0,1,Isolate,0
"Sycamore (USA, IL)",11898,core,core,core,16,0.3714095050194394,9.085528855854041e-07,5,Isolated Clique,0
"Tecumseh (USA, MI)",10533,core,core,core,0,0.3229313824419778,1.961227366523224e-08,3,Isolate,0
"North Smithfield (USA, RI)",87,core,core,core,0,0.312448132780083,0.0,1,Isolate,0
Bonmati (Spain),1219,semi,core,core,0,0.2835153152754092,0.0,1,Isolate,0
"Morrill (USA, NE)",519,core,core,core,0,0.2048454977516762,0.0,1,Isolate,0
"Milledgeville (USA, IL)",865,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
"North Kingsville (USA, OH)",193,core,core,core,1,0.2771799146872226,0.0,0,Isolated Clique,0
"Pleasant Valley (USA, CT)",155,core,core,core,0,0.2926544889234357,0.0,1,Isolate,0
"Jefferson (USA, IA)",3562,core,core,core,0,0.335790357274015,0.0,2,Isolate,0
"Wassaic (USA, NY)",191,core,core,core,0,0.2442146631817922,0.0,3,Isolate,0
"Warren (USA, PA)",12900,core,core,core,9,0.3467038621959807,1.555737720793956e-06,10,Isolated Clique,1
"Montrose (USA, PA)",1799,core,core,core,0,0.33524512884978,0.0,3,Isolate,0
"Preston (USA, PA)",7,core,core,core,0,0.2976838286591321,0.0,1,Isolate,0
"Madison (USA, NE)",1674,core,core,core,2,0.2793575278790127,0.0001562377939223498,2,Isolated Clique,0
Luceni (Spain),627,semi,core,core,0,0.3231188631143196,0.0,1,Isolate,0
Llagostera (Spain),6223,semi,core,core,0,0.2494592224495761,0.0,1,Isolate,0
Larino (Italy),401,core,core,core,0,0.2263540395734974,0.0,1,Isolate,0
"Morrison (USA, IL)",3133,core,core,core,0,0.2538068046633357,0.0,1,Isolate,0
"Mansfield (USA, PA)",3802,core,core,core,0,0.3349556480100479,0.0,2,Isolate,0
Braganca (Portugal),17466,semi,core,core,0,0.3397112679794066,0.0,1,Isolate,0
"Constantine (USA, MI)",1474,core,core,core,0,0.3437432867883995,1.404449915653221e-06,3,Isolate,0
Tora (Spain),940,semi,core,core,0,0.3113007952141242,0.0,1,Isolate,0
Paliano (Italy),4658,core,core,core,0,0.2975661916827448,0.0,1,Isolate,0
"Sturgis (USA, MI)",8738,core,core,core,4,0.3477398674345322,3.054785440396825e-06,6,Isolated Clique,0
"Liberty (USA, NY)",4582,core,core,core,0,0.3373122529644269,0.0,2,Isolate,0
"Torrington (USA, CT)",17981,core,core,core,1,0.3597908878833019,2.814510173264155e-06,12,Isolated Clique,0
Sarinena (Spain),1267,semi,core,core,0,0.3231188631143196,0.0,1,Isolate,0
Castell-Platja d'Aro (Spain),17991,semi,core,core,0,0.2958879411968657,0.0,1,Isolate,0
"Kemmerer (USA, WY)",567,core,core,core,0,0.3483928911629426,0.0,3,Isolate,0
"New Buffalo (USA, MI)",415,core,core,core,0,0.3231025518059517,0.0,1,Isolate,0
"Irvine (USA, PA)",161,core,core,core,0,0.319585569841468,0.0,3,Isolated Clique,0
"Dixon (USA, IL)",9487,core,core,core,4,0.3548440748440748,1.222895774828201e-08,7,Isolated Clique,0
"Putnam (USA, CT)",97,core,core,core,1,0.3502229761155646,3.714168575802183e-08,5,Isolated Clique,0
"Bronson (USA, MI)",2198,core,core,core,0,0.292040243652043,0.0,1,Isolate,0
"Adrian (USA, MI)",20885,core,core,core,5,0.3599628817276869,2.090107316077538e-07,10,Isolated Clique,0
"Union City (USA, PA)",3026,core,core,core,0,0.2598923967109938,0.0,2,Isolate,0
"Eastford (USA, CT)",246,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
"Pomfret (USA, CT)",271,core,core,core,1,0.2937626216265835,0.0,0,Isolated Clique,0
Vinica (Macedonia),8449,core,semi,periph,0,0.3223296570478924,0.0,1,Isolate,0
"Gilman (USA, IA)",345,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
"Plymouth (USA, UT)",264,core,core,core,0,0.3209477247085371,0.0,1,Isolate,0
"Hanna (USA, WY)",196,core,core,core,0,0.3231841248201167,0.0,1,Isolate,0
"Fulton (USA, IL)",7079,core,core,core,0,0.3431351525223825,0.0,2,Isolate,0
"Lewis Run (USA, PA)",305,core,core,core,0,0.2759311950336265,7.935239198766405e-09,3,Isolate,0
"Clinton (USA, IA)",15464,core,core,core,4,0.3367532160050509,2.560319021772006e-06,6,Isolated Clique,0
Duenas (Spain),382,semi,core,core,0,0.2999859392575928,0.0,1,Isolate,0
"Scottsbluff (USA, NE)",10897,core,core,core,11,0.3469763911853197,0.0003204989577151909,13,Isolated Clique,1
"Ashton (USA, IL)",456,core,core,core,0,0.3231841248201167,0.0,1,Isolate,0
"Ashtabula (USA, OH)",13643,core,core,core,13,0.3511452475654917,0.0003336726607628922,7,Isolated Clique,0
"Rogers (USA, CT)",567,core,core,core,24,0.3636544416351808,0.0001572795264890633,1,Low-status clique,0
Mtskheta (Georgia),1160,semi,semi,periph,0,0.3155209386014641,0.0,1,Isolate,0
"Smithfield (USA, UT)",7754,core,core,core,0,0.3279448685761132,0.0,2,Isolate,0
"West Point (USA, NE)",2921,core,core,core,0,0.3396932385097123,0.0001562377939223498,5,Isolate,0
"Perry (USA, IA)",7611,core,core,core,0,0.2804899425916999,1.538168294230171e-07,2,Isolate,0
"Le Grand (USA, IA)",835,core,core,core,0,0.3247830720048714,0.0,1,Isolate,0
Blagoevgrad (Bulgaria),50656,semi,semi,core,0,0.3010795681727309,0.0,1,Isolate,0
"Dayton (USA, IA)",514,core,core,core,0,0.3231841248201167,0.0,1,Isolate,0
Castejon (Spain),3833,semi,core,core,0,0.3110511736404724,0.0,1,Isolate,0
"Klamath Falls (USA, OR)",22595,core,core,core,0,0.3322001349457622,1.192880311415039e-06,6,Isolated Clique,0
"Great Barrington (USA, MA)",2007,core,core,core,0,0.3434942442375292,0.0,2,Isolate,0
Pazardzhik (Bulgaria),37354,semi,semi,core,0,0.3365849810685738,0.0,1,Isolate,0
"Malad City (USA, ID)",1626,core,core,core,0,0.2759490396430188,0.0,1,Isolate,0
La Caniza (Spain),7,semi,core,core,0,0.2961001110288675,0.0,1,Isolate,0
Alfaro (Spain),7167,semi,core,core,0,0.3231188631143196,0.0,1,Isolate,0
"Riverside (USA, MI)",192,core,core,core,0,0.3215281440735438,0.0,1,Isolate,0
"Coloma (USA, MI)",1547,core,core,core,0,0.2905883955325524,0.0,2,Isolate,0
"Concord (USA, MI)",599,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
"Dysart (USA, IA)",1132,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
Bussi sul Tirino (Italy),2111,core,core,core,0,0.3233473944782642,0.0,1,Isolate,0
"Horseheads (USA, NY)",523,core,core,core,0,0.3398285061987311,2.254844572613526e-07,4,Isolate,0
"Bridgewater (USA, MI)",128,core,core,core,0,0.295260062276554,0.0,1,Isolate,0
"Manchester (USA, MI)",1680,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
"Homer (USA, MI)",1531,core,core,core,0,0.3436971405557793,0.0,2,Isolate,0
"Burley (USA, ID)",6677,core,core,core,0,0.3281382174258543,0.0,2,Isolate,0
Huesca (Spain),40115,semi,core,core,0,0.3354120267260579,0.0,2,Isolate,0
"Whiting (USA, IA)",610,core,core,core,0,0.3270483636084924,0.0,1,Isolate,0
"Wellsville (USA, NY)",5200,core,core,core,0,0.3497254323416114,0.0,5,Isolated Clique,0
"Brimfield (USA, MA)",346,core,core,core,0,0.3260819726418218,0.0,1,Isolate,0
"Friendship (USA, NY)",761,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Argelaguer (Spain),123,semi,core,core,0,0.3218434152964248,0.0,1,Isolate,0
"Falconer (USA, NY)",8363,core,core,core,1,0.3446224256292906,0.0,7,Isolated Clique,0
"Albion (USA, MI)",8392,core,core,core,0,0.3386328765673774,0.0,4,Isolate,0
"Bellevue (USA, IA)",2068,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
"Parma (USA, MI)",874,core,core,core,0,0.3164100155720889,0.0,1,Isolate,0
"Hudson (USA, NY)",8018,core,core,core,2,0.3480708051227669,2.03878683496754e-07,3,Isolated Clique,0
"Grass Lake (USA, MI)",1329,core,core,core,1,0.3231025518059517,0.0,0,Isolated Clique,0
"Little Valley (USA, NY)",871,core,core,core,0,0.2369283162745933,0.0,1,Isolate,0
"Alfred (USA, NY)",4028,core,core,core,0,0.2567800690042526,0.0,1,Isolate,0
"Philmont (USA, NY)",1488,core,core,core,0,0.3256588989518673,0.0,1,Isolate,0
Roccamontepiano (Italy),348,core,core,core,0,0.3085173045406344,0.0,2,Isolate,0
"Monticello (USA, IA)",3543,core,core,core,0,0.3434020978083,0.0,2,Isolate,0
Lanciano (Italy),24805,core,core,core,0,0.320915540625235,8.446584676576234e-08,3,Isolate,0
